species,common_name,kingdom,phylum,class,order,family,genus,is_seed,candidate_source,candidate_confidence_score,inherited_from_rank,inherited_from_taxon,risk_preference,temporal_discount_rate,effort_price_elasticity,cooperation_propensity,inequity_sensitivity,punishment_propensity,tokenization_capacity,risk_preference_lower,temporal_discount_rate_lower,effort_price_elasticity_lower,cooperation_propensity_lower,inequity_sensitivity_lower,punishment_propensity_lower,tokenization_capacity_lower,risk_preference_upper,temporal_discount_rate_upper,effort_price_elasticity_upper,cooperation_propensity_upper,inequity_sensitivity_upper,punishment_propensity_upper,tokenization_capacity_upper,uncertainty_sd,provenance_type,source_model,calibration_applied,calibration_refs
Pica pica,Eurasian magpie,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,false,curated_candidate_bank_v1,0.956,family,Corvidae,1.00027,0.501124,-0.840156,0.724175,0.700966,0.592321,0.797778,0.80586,0.306714,-1.034566,0.529765,0.506556,0.397911,0.603368,1.19468,0.695534,-0.645746,0.918585,0.895376,0.786731,0.992188,0.099189,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021|corvid_token_tasks_2019
Picus viridis,European green woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,Picus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Picidae,0.950575,0.469076,-0.941821,0.541172,0.607255,0.499266,0.689216,0.633178,0.151679,-1.259218,0.223775,0.289858,0.181869,0.371819,1.267972,0.786473,-0.624424,0.858569,0.924652,0.816663,1.0,0.161937,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pieris rapae,Cabbage white,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Pieridae,1.232109,0.741124,-1.182774,0.325175,0.45871,0.349142,0.319908,0.998863,0.507878,-1.41602,0.091929,0.225464,0.115896,0.086662,1.465355,0.97437,-0.949528,0.558421,0.691956,0.582388,0.553154,0.119003,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Pipistrellus pipistrellus,Common pipistrelle,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Vespertilionidae,0.967611,0.736017,-0.836702,0.687312,0.665143,0.542518,0.744861,0.714506,0.482912,-1.089807,0.434207,0.412038,0.289413,0.491756,1.220716,0.989122,-0.583597,0.940417,0.918248,0.795623,0.997966,0.129135,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Piranga olivacea,Scarlet tanager,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cardinalidae,0.944559,0.477764,-0.887384,0.58831,0.622446,0.518195,0.712913,0.581796,0.115001,-1.250147,0.225547,0.259683,0.155432,0.35015,1.307322,0.840527,-0.524621,0.951073,0.985209,0.880958,1.0,0.185083,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pitangus sulphuratus,Great kiskadee,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pitangus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Tyrannidae,1.100541,0.551162,-1.128444,0.505019,0.564028,0.459763,0.680477,0.873546,0.324167,-1.355439,0.278024,0.337033,0.232768,0.453482,1.327536,0.778157,-0.901449,0.732014,0.791023,0.686758,0.907472,0.115814,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Platalea ajaja,Roseate spoonbill,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Threskiornithidae,0.929685,0.440528,-0.971479,0.69138,0.678086,0.57719,0.790989,0.700091,0.210934,-1.201073,0.461786,0.448492,0.347596,0.561395,1.159279,0.670122,-0.741885,0.920974,0.90768,0.806784,1.0,0.11714,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Plectropomus leopardus,Leopard coral grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Serranidae,1.132289,0.538889,-1.593785,0.304664,0.458452,0.331738,0.305198,0.91498,0.32158,-1.811094,0.087355,0.241143,0.114429,0.087889,1.349598,0.756198,-1.376476,0.521973,0.675761,0.549047,0.522507,0.110872,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Ploceus cucullatus,Village weaver,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ploceidae,0.874376,0.5574,-0.666001,0.824526,0.745055,0.654054,0.867352,0.601471,0.284495,-0.938906,0.551621,0.47215,0.381149,0.594447,1.147281,0.830305,-0.393096,1.0,1.0,0.926959,1.0,0.139237,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Plodia interpunctella,Indianmeal moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Plodia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Pyralidae,1.063979,0.829311,-0.929728,0.486217,0.533318,0.457061,0.434745,0.611635,0.376967,-1.382072,0.033873,0.080974,0.004717,0.0,1.516323,1.281655,-0.477384,0.938561,0.985662,0.909405,0.887089,0.230788,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Poecile atricapillus,Black-capped chickadee,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Paridae,0.998988,0.575171,-0.692113,0.703334,0.694436,0.575698,0.775147,0.77419,0.350373,-0.916911,0.478536,0.469638,0.3509,0.550349,1.223786,0.799969,-0.467315,0.928132,0.919234,0.800496,0.999945,0.114693,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Poecilia reticulata,Guppy,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,true,seed_species,0.956,family,Poeciliidae,1.085561,0.81535,-0.974291,0.548199,0.550153,0.469881,0.463709,0.806692,0.536481,-1.25316,0.26933,0.271284,0.191012,0.18484,1.36443,1.094219,-0.695422,0.827068,0.829022,0.74875,0.742578,0.14228,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pogonomyrmex barbatus,Red harvester ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Formicidae,0.863987,0.850214,-0.362514,0.882166,0.750067,0.639214,0.65947,0.667742,0.653969,-0.558759,0.685921,0.553822,0.442969,0.463225,1.060232,1.046459,-0.166269,1.0,0.946312,0.835459,0.855715,0.100125,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Polistes dominula,European paper wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Vespidae,0.943228,0.721746,-0.65533,0.747101,0.679315,0.557504,0.574392,0.713097,0.491615,-0.885461,0.51697,0.449184,0.327373,0.344261,1.173359,0.951877,-0.425199,0.977232,0.909446,0.787635,0.804523,0.117414,inherited_taxonomy,taxon_aggregate_v1,true,hymenoptera_conflict_resolution_2018|insect_collective_action_meta_2020|insect_foraging_risk_2017
Pomoxis nigromaculatus,Black crappie,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Centrarchidae,0.982548,0.593918,-1.137882,0.558078,0.598703,0.488078,0.459828,0.76166,0.37303,-1.35877,0.33719,0.377815,0.26719,0.23894,1.203436,0.814806,-0.916994,0.778966,0.819591,0.708966,0.680716,0.112698,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pongo abelii,Sumatran orangutan,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Hominidae,0.891998,0.31783,-0.847384,0.754622,0.751413,0.621541,0.773502,0.680884,0.106716,-1.058498,0.543508,0.540299,0.410427,0.562388,1.103112,0.528944,-0.63627,0.965736,0.962527,0.832655,0.984616,0.107711,inherited_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Pongo pygmaeus,Bornean orangutan,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Hominidae,0.891998,0.31783,-0.847384,0.754622,0.751413,0.621541,0.773502,0.680884,0.106716,-1.058498,0.543508,0.540299,0.410427,0.562388,1.103112,0.528944,-0.63627,0.965736,0.962527,0.832655,0.984616,0.107711,inherited_taxonomy,taxon_aggregate_v1,true,hominid_punishment_games_2020|mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Procambarus clarkii,Red swamp crayfish,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,true,seed_species,0.879,family,Cambaridae,1.123241,0.78216,-1.229854,0.45052,0.534843,0.42516,0.446924,0.866375,0.525294,-1.48672,0.193654,0.277977,0.168294,0.190058,1.380107,1.039026,-0.972988,0.707386,0.791709,0.682026,0.70379,0.131054,inherited_taxonomy,taxon_aggregate_v1,false,
Procavia capensis,Rock hyrax,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Procaviidae,0.866999,0.410492,-0.898966,0.76569,0.72078,0.59558,0.797144,0.56493,0.108423,-1.201035,0.463621,0.418711,0.293511,0.495075,1.169068,0.712561,-0.596897,1.0,1.0,0.897649,1.0,0.154117,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Prochilodus lineatus,Streaked prochilod,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Prochilodontidae,0.775681,0.508714,-0.84165,0.809797,0.730681,0.631595,0.604711,0.490801,0.223834,-1.12653,0.524917,0.445801,0.346715,0.319831,1.060561,0.793594,-0.55677,1.0,1.0,0.916475,0.889591,0.145347,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Procyon lotor,Raccoon,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Procyonidae,0.917603,0.431594,-0.943038,0.650616,0.65717,0.529097,0.714971,0.558751,0.072742,-1.30189,0.291764,0.298318,0.170245,0.356119,1.276455,0.790446,-0.584186,1.0,1.0,0.887949,1.0,0.183088,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Psittacus erithacus,African grey parrot,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,false,curated_candidate_bank_v1,0.956,family,Psittacidae,0.852963,0.464243,-0.644619,0.823565,0.786325,0.65884,0.852746,0.640987,0.252267,-0.856595,0.611589,0.574349,0.446864,0.64077,1.064939,0.676219,-0.432643,1.0,0.998301,0.870816,1.0,0.108151,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pterophyllum scalare,Freshwater angelfish,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Pterophyllum,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pteropus vampyrus,Large flying fox,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,false,assistant_curated_candidate_bank_v2,0.879,family,Pteropodidae,0.87991,0.696749,-0.726545,0.792898,0.751768,0.612204,0.805774,0.629906,0.446745,-0.976549,0.542894,0.501764,0.3622,0.55577,1.129914,0.946753,-0.476541,1.0,1.0,0.862208,1.0,0.127553,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Ptilonorhynchus violaceus,Satin bowerbird,Animalia,Chordata,Aves,Passeriformes,Ptilonorhynchidae,Ptilonorhynchus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ptilonorhynchidae,0.943932,0.473939,-0.905313,0.601639,0.628397,0.524442,0.721243,0.485886,0.015893,-1.363359,0.143593,0.170351,0.066396,0.263197,1.401978,0.931985,-0.447267,1.0,1.0,0.982488,1.0,0.233697,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Puma concolor,Cougar,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Felidae,1.12,0.469846,-1.307018,0.451933,0.586986,0.41476,0.601553,0.921797,0.271643,-1.505221,0.25373,0.388783,0.216557,0.40335,1.318203,0.668049,-1.108815,0.650136,0.785189,0.612963,0.799756,0.101124,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Pundamilia nyererei,Nyerere's cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Pundamilia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cichlidae,0.947045,0.605513,-1.001274,0.592476,0.588581,0.493963,0.47338,0.753381,0.411849,-1.194938,0.398812,0.394917,0.300299,0.279716,1.140709,0.799177,-0.80761,0.78614,0.782245,0.687627,0.667044,0.098808,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pygocentrus nattereri,Red-bellied piranha,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Pygocentrus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Serrasalmidae,0.881621,0.491104,-1.030165,0.447209,0.444463,0.369969,0.353561,0.641937,0.25142,-1.269849,0.207525,0.204779,0.130285,0.113877,1.121305,0.730788,-0.790481,0.686893,0.684147,0.609653,0.593245,0.122288,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Pygoscelis adeliae,Adélie penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Spheniscidae,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.591515,0.20941,-1.044495,0.646491,0.557902,0.477042,0.693608,0.972911,0.590806,-0.663099,1.0,0.939298,0.858438,1.0,0.097295,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pygoscelis antarcticus,Chinstrap penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Spheniscidae,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.591515,0.20941,-1.044495,0.646491,0.557902,0.477042,0.693608,0.972911,0.590806,-0.663099,1.0,0.939298,0.858438,1.0,0.097295,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Pygoscelis papua,Gentoo penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Spheniscidae,0.782213,0.400108,-0.853797,0.837189,0.7486,0.66774,0.884306,0.591515,0.20941,-1.044495,0.646491,0.557902,0.477042,0.693608,0.972911,0.590806,-0.663099,1.0,0.939298,0.858438,1.0,0.097295,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Quiscalus quiscula,Common grackle,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Icteridae,1.008418,0.54874,-0.907642,0.586028,0.570044,0.493435,0.681754,0.783969,0.324291,-1.132091,0.361579,0.345595,0.268986,0.457305,1.232867,0.773189,-0.683193,0.810477,0.794493,0.717884,0.906203,0.114515,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Rachycentron canadum,Cobia,Animalia,Chordata,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Rachycentridae,1.08634,0.455032,-1.5089,0.370298,0.499007,0.376067,0.347968,0.812793,0.181485,-1.782447,0.096751,0.22546,0.10252,0.074421,1.359887,0.728579,-1.235353,0.643845,0.772554,0.649614,0.621515,0.139565,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Ramphastos toco,Toco toucan,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Ramphastidae,0.910942,0.409048,-0.878436,0.452385,0.543885,0.42479,0.592322,0.591676,0.089782,-1.197702,0.133119,0.224619,0.105524,0.273056,1.230208,0.728314,-0.55917,0.771651,0.863151,0.744056,0.911588,0.162891,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Rangifer tarandus,Reindeer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cervidae,0.950084,0.417323,-1.031953,0.597969,0.633016,0.48546,0.648312,0.742794,0.210033,-1.239243,0.390679,0.425726,0.27817,0.441022,1.157374,0.624613,-0.824663,0.805259,0.840306,0.69275,0.855602,0.10576,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Rattus norvegicus,Norway rat,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,true,seed_species,0.956,family,Muridae,1.068775,0.751681,-1.233413,0.60011,0.565829,0.493709,0.729314,0.828932,0.511838,-1.473256,0.360267,0.325986,0.253866,0.489471,1.308618,0.991524,-0.99357,0.839953,0.805672,0.733552,0.969157,0.122369,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Regulus regulus,Goldcrest,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Regulidae,0.924042,0.509738,-0.762797,0.465055,0.508863,0.403978,0.575639,0.655638,0.241334,-1.031201,0.196651,0.240459,0.135574,0.307235,1.192446,0.778142,-0.494393,0.733459,0.777267,0.672382,0.844043,0.136941,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Rhea americana,Greater rhea,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Rheidae,0.97375,0.348362,-1.116369,0.596592,0.65412,0.521841,0.723823,0.716835,0.091447,-1.373284,0.339677,0.397205,0.264926,0.466908,1.230665,0.605277,-0.859454,0.853507,0.911035,0.778756,0.980738,0.131079,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Rhinoceros unicornis,Indian rhinoceros,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Rhinocerotidae,1.072726,0.375729,-1.40649,0.4512,0.569436,0.40889,0.606092,0.852761,0.155764,-1.626455,0.231235,0.349471,0.188925,0.386127,1.292691,0.595694,-1.186525,0.671165,0.789401,0.628855,0.826057,0.112227,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Rhinolophus ferrumequinum,Greater horseshoe bat,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Rhinolophidae,1.03899,0.751414,-1.029993,0.573723,0.61313,0.478544,0.682059,0.737573,0.449997,-1.33141,0.272306,0.311713,0.177127,0.380642,1.340407,1.052831,-0.728576,0.87514,0.914547,0.779961,0.983476,0.153784,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Rhynchophorus ferrugineus,Red palm weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynchophorus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Curculionidae,1.059849,0.951384,-0.888076,0.550404,0.55771,0.481373,0.460919,0.839978,0.731513,-1.107947,0.330533,0.337839,0.261502,0.241048,1.27972,1.171255,-0.668205,0.770275,0.777581,0.701244,0.68079,0.112179,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Rissa tridactyla,Black-legged kittiwake,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Laridae,0.951402,0.479576,-0.982848,0.6599,0.6232,0.546607,0.75567,0.744401,0.272575,-1.189849,0.452899,0.416199,0.339606,0.548669,1.158403,0.686577,-0.775847,0.866901,0.830201,0.753608,0.962671,0.105613,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
Rousettus aegyptiacus,Egyptian fruit bat,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Pteropodidae,0.87991,0.696749,-0.726545,0.792898,0.751768,0.612204,0.805774,0.629906,0.446745,-0.976549,0.542894,0.501764,0.3622,0.55577,1.129914,0.946753,-0.476541,1.0,1.0,0.862208,1.0,0.127553,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Saimiri sciureus,Common squirrel monkey,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Cebidae,0.913113,0.421963,-0.649915,0.864936,0.804543,0.664233,0.857554,0.675245,0.184095,-0.887783,0.627068,0.566675,0.426365,0.619686,1.150981,0.659831,-0.412047,1.0,1.0,0.902101,1.0,0.121361,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Salmo salar,Atlantic salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,false,curated_candidate_bank_v1,0.956,family,Salmonidae,0.939912,0.501222,-1.169949,0.419127,0.499882,0.388453,0.361549,0.739271,0.300581,-1.37059,0.218486,0.299241,0.187812,0.160908,1.140553,0.701863,-0.969308,0.619768,0.700523,0.589094,0.56219,0.102368,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Salmo trutta,Brown trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Salmonidae,0.939912,0.501222,-1.169949,0.419127,0.499882,0.388453,0.361549,0.739271,0.300581,-1.37059,0.218486,0.299241,0.187812,0.160908,1.140553,0.701863,-0.969308,0.619768,0.700523,0.589094,0.56219,0.102368,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Salvelinus fontinalis,Brook trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Salmonidae,0.939912,0.501222,-1.169949,0.419127,0.499882,0.388453,0.361549,0.739271,0.300581,-1.37059,0.218486,0.299241,0.187812,0.160908,1.140553,0.701863,-0.969308,0.619768,0.700523,0.589094,0.56219,0.102368,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Samia cynthia,Ailanthus silkmoth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Saturniidae,1.071409,0.802996,-0.984078,0.397043,0.514429,0.421063,0.387088,0.779187,0.510774,-1.2763,0.104821,0.222207,0.128841,0.094866,1.363631,1.095218,-0.691856,0.689265,0.806651,0.713285,0.67931,0.149093,inherited_taxonomy,taxon_aggregate_v1,true,insect_collective_action_meta_2020|insect_foraging_risk_2017
Sander lucioperca,Zander,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Sander,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Percidae,1.020454,0.59643,-1.249555,0.487534,0.563139,0.444356,0.41454,0.786983,0.362959,-1.483026,0.254063,0.329668,0.210885,0.181069,1.253925,0.829901,-1.016084,0.721005,0.79661,0.677827,0.648011,0.119118,inherited_taxonomy,taxon_aggregate_v1,true,fish_delay_discounting_review_2020|teleost_risk_behavior_meta_2022
Sapajus apella,Tufted capuchin,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,true,seed_species,0.879,family,Cebidae,0.913113,0.421963,-0.649915,0.864936,0.804543,0.664233,0.857554,0.675245,0.184095,-0.887783,0.627068,0.566675,0.426365,0.619686,1.150981,0.659831,-0.412047,1.0,1.0,0.902101,1.0,0.121361,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019|primate_token_exchange_2022
Sarcophilus harrisii,Tasmanian devil,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Dasyuridae,1.14107,0.594683,-1.287967,0.437917,0.585658,0.412188,0.598977,0.835788,0.289401,-1.593249,0.132635,0.280376,0.106906,0.293695,1.446352,0.899965,-0.982685,0.743199,0.89094,0.71747,0.904259,0.155756,inherited_taxonomy,taxon_aggregate_v1,true,mammal_cooperation_meta_2021|mammal_fairness_review_2019
Sayornis phoebe,Eastern phoebe,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,false,assistant_curated_candidate_bank_v3_2026_03_19,0.956,family,Tyrannidae,1.100541,0.551162,-1.128444,0.505019,0.564028,0.459763,0.680477,0.873546,0.324167,-1.355439,0.278024,0.337033,0.232768,0.453482,1.327536,0.778157,-0.901449,0.732014,0.791023,0.686758,0.907472,0.115814,inherited_taxonomy,taxon_aggregate_v1,true,avian_cooperation_synthesis_2018|avian_risk_choice_review_2021
